"","State","Month","Race","Vaccine","Population","Republican.Rep.","Democratics.Rep.","Region","Season"
"672","Michigan","Sep","Black",6.9,24.04117512,0.34,0.47,"Midwest","Near"
"673","Minnesota","Sep","Black",14.4,4.483326425,0.39,0.46,"Midwest","Near"
"674","Mississippi","Sep","Black",4.9,24.09351153,0.44,0.42,"South","Near"
"675","Missouri","Sep","Black",7,10.07678017,0.41,0.42,"Midwest","Near"
"676","Montana","Sep","Black",0,0.030091511,0.49,0.3,"West","Near"
"677","Nebraska","Sep","Black",9.3,1.133575275,0.47,0.36,"Midwest","Near"
"678","Nevada","Sep","Black",0,2.417645666,0.37,0.46,"West","Near"
"679","New Hampshire","Sep","Black",0,2.009477088,0.35,0.44,"Northeast","Near"
"680","New Jersey","Sep","Black",NA,154.7811026,0.3,0.51,"Northeast","Near"
"681","New Mexico","Sep","Black",0,0.313286368,0.37,0.48,"West","Near"
"682","New York","Sep","Black",7.9,60.27615196,0.28,0.53,"Northeast","Near"
"683","North Carolina","Sep","Black",6.2,44.65735457,0.41,0.43,"South","Near"
"684","North Dakota","Sep","Black",0,0.330898339,0.5,0.33,"Midwest","Near"
"685","Ohio","Sep","Black",6.1,34.69904525,0.42,0.4,"Midwest","Near"
"686","Oklahoma","Sep","Black",8.1,4.121609226,0.45,0.4,"South","Near"
"687","Oregon","Sep","Black",0,0.774402883,0.32,0.47,"West","Near"
"688","Pennsylvania","Sep","Black",9.3,30.51796073,0.39,0.46,"Northeast","Near"
"689","Rhode Island","Sep","Black",5.3,55.31528046,0.3,0.48,"Northeast","Near"
"690","South Carolina","Sep","Black",6.1,44.65946,0.43,0.39,"South","Near"
"691","South Dakota","Sep","Black",0,0.215354818,0.53,0.37,"Midwest","Near"
"692","Tennessee","Sep","Black",11.9,27.05451237,0.48,0.36,"South","Near"
"693","Texas","Sep","Black",8.4,12.71487588,0.39,0.4,"South","Near"
"694","Utah","Sep","Black",19.4,0.434341836,0.54,0.3,"West","Near"
"695","Vermont","Sep","Black",0,0.835874149,0.29,0.57,"Northeast","Near"
"696","Virginia","Sep","Black",7.6,40.28079701,0.43,0.39,"South","Near"
"697","Washington","Sep","Black",7.5,3.938166471,0.33,0.44,"West","Near"
"698","West Virginia","Sep","Black",6.6,2.962510898,0.43,0.41,"South","Near"
"699","Wisconsin","Sep","Black",4.7,6.670729462,0.42,0.42,"Midwest","Near"
"700","Wyoming","Sep","Black",0,0.053076567,0.57,0.25,"West","Near"
"701","Alabama","Oct","Black",11.4,25.66098522,0.52,0.35,"South","Near"
"702","Alaska","Oct","Black",27.4,0.037137184,0.39,0.32,"West","Near"
"703","Arizona","Oct","Black",15.8,2.555208462,0.4,0.39,"West","Near"
"704","Arkansas","Oct","Black",19,8.74699952,0.46,0.38,"South","Near"
"705","California","Oct","Black",8.5,13.87572849,0.3,0.49,"West","Near"
"706","Colorado","Oct","Black",19.3,2.116070568,0.41,0.42,"West","Near"
"707","Connecticut","Oct","Black",20,73.13106295,0.32,0.5,"Northeast","Near"
"708","Delaware","Oct","Black",11.2,105.7237852,0.29,0.55,"South","Near"
"709","Florida","Oct","Black",9.6,59.7153916,0.37,0.44,"South","Near"
"710","Georgia","Oct","Black",12.1,56.03292529,0.41,0.41,"South","Near"
"711","Hawaii","Oct","Black",24.5,3.523120037,0.28,0.51,"West","Near"
"712","Idaho","Oct","Black",0,0.132288432,0.49,0.32,"West","Near"
"713","Illinois","Oct","Black",13.2,32.20750814,0.33,0.48,"Midwest","Near"
"714","Indiana","Oct","Black",14.8,17.0917201,0.42,0.37,"Midwest","Near"
"715","Iowa","Oct","Black",21.1,1.861100671,0.41,0.4,"Midwest","Near"
"716","Kansas","Oct","Black",19.6,1.969470687,0.46,0.31,"Midwest","Near"
"717","Kentucky","Oct","Black",13.2,8.95572838,0.44,0.43,"South","Near"
"718","Louisiana","Oct","Black",10.4,34.56803471,0.41,0.43,"South","Near"
"719","Maine","Oct","Black",20.8,0.510643123,0.36,0.47,"Northeast","Near"
"720","Maryland","Oct","Black",16.5,181.7587724,0.31,0.55,"South","Near"
"721","Massachusetts","Oct","Black",16,60.96529727,0.27,0.56,"Northeast","Near"
"722","Michigan","Oct","Black",14,24.04117512,0.34,0.47,"Midwest","Near"
"723","Minnesota","Oct","Black",10.8,4.483326425,0.39,0.46,"Midwest","Near"
"724","Mississippi","Oct","Black",12.2,24.09351153,0.44,0.42,"South","Near"
"725","Missouri","Oct","Black",15,10.07678017,0.41,0.42,"Midwest","Near"
"726","Montana","Oct","Black",44.9,0.030091511,0.49,0.3,"West","Near"
"727","Nebraska","Oct","Black",14.8,1.133575275,0.47,0.36,"Midwest","Near"
"728","Nevada","Oct","Black",12.5,2.417645666,0.37,0.46,"West","Near"
"729","New Hampshire","Oct","Black",24.1,2.009477088,0.35,0.44,"Northeast","Near"
"730","New Jersey","Oct","Black",NA,154.7811026,0.3,0.51,"Northeast","Near"
"731","New Mexico","Oct","Black",27.5,0.313286368,0.37,0.48,"West","Near"
"732","New York","Oct","Black",11.3,60.27615196,0.28,0.53,"Northeast","Near"
"733","North Carolina","Oct","Black",16.3,44.65735457,0.41,0.43,"South","Near"
"734","North Dakota","Oct","Black",34.8,0.330898339,0.5,0.33,"Midwest","Near"
"735","Ohio","Oct","Black",15.2,34.69904525,0.42,0.4,"Midwest","Near"
"736","Oklahoma","Oct","Black",17.2,4.121609226,0.45,0.4,"South","Near"
"737","Oregon","Oct","Black",26.1,0.774402883,0.32,0.47,"West","Near"
"738","Pennsylvania","Oct","Black",14.2,30.51796073,0.39,0.46,"Northeast","Near"
"739","Rhode Island","Oct","Black",17.6,55.31528046,0.3,0.48,"Northeast","Near"
"740","South Carolina","Oct","Black",14.2,44.65946,0.43,0.39,"South","Near"
"741","South Dakota","Oct","Black",22.9,0.215354818,0.53,0.37,"Midwest","Near"
"742","Tennessee","Oct","Black",12.2,27.05451237,0.48,0.36,"South","Near"
"743","Texas","Oct","Black",14.1,12.71487588,0.39,0.4,"South","Near"
"744","Utah","Oct","Black",12,0.434341836,0.54,0.3,"West","Near"
"745","Vermont","Oct","Black",0,0.835874149,0.29,0.57,"Northeast","Near"
"746","Virginia","Oct","Black",16.1,40.28079701,0.43,0.39,"South","Near"
"747","Washington","Oct","Black",16.3,3.938166471,0.33,0.44,"West","Near"
"748","West Virginia","Oct","Black",20.5,2.962510898,0.43,0.41,"South","Near"
"749","Wisconsin","Oct","Black",15.5,6.670729462,0.42,0.42,"Midwest","Near"
"750","Wyoming","Oct","Black",29.8,0.053076567,0.57,0.25,"West","Near"
"751","Alabama","Nov","Black",6.8,25.66098522,0.52,0.35,"South","Near"
"752","Alaska","Nov","Black",10.4,0.037137184,0.39,0.32,"West","Near"
"753","Arizona","Nov","Black",10.1,2.555208462,0.4,0.39,"West","Near"
"754","Arkansas","Nov","Black",10.7,8.74699952,0.46,0.38,"South","Near"
"755","California","Nov","Black",4.6,13.87572849,0.3,0.49,"West","Near"
"756","Colorado","Nov","Black",10.6,2.116070568,0.41,0.42,"West","Near"
"757","Connecticut","Nov","Black",10.8,73.13106295,0.32,0.5,"Northeast","Near"
"758","Delaware","Nov","Black",8.2,105.7237852,0.29,0.55,"South","Near"
"759","Florida","Nov","Black",4.4,59.7153916,0.37,0.44,"South","Near"
"760","Georgia","Nov","Black",2.8,56.03292529,0.41,0.41,"South","Near"
"761","Hawaii","Nov","Black",11.2,3.523120037,0.28,0.51,"West","Near"
"762","Idaho","Nov","Black",21.5,0.132288432,0.49,0.32,"West","Near"
"763","Illinois","Nov","Black",5.8,32.20750814,0.33,0.48,"Midwest","Near"
"764","Indiana","Nov","Black",7.5,17.0917201,0.42,0.37,"Midwest","Near"
"765","Iowa","Nov","Black",9.4,1.861100671,0.41,0.4,"Midwest","Near"
"766","Kansas","Nov","Black",12.3,1.969470687,0.46,0.31,"Midwest","Near"
"767","Kentucky","Nov","Black",10.3,8.95572838,0.44,0.43,"South","Near"
"768","Louisiana","Nov","Black",10,34.56803471,0.41,0.43,"South","Near"
"769","Maine","Nov","Black",7.4,0.510643123,0.36,0.47,"Northeast","Near"
"770","Maryland","Nov","Black",9.2,181.7587724,0.31,0.55,"South","Near"
"771","Massachusetts","Nov","Black",6.1,60.96529727,0.27,0.56,"Northeast","Near"
"772","Michigan","Nov","Black",4.9,24.04117512,0.34,0.47,"Midwest","Near"
"773","Minnesota","Nov","Black",13.3,4.483326425,0.39,0.46,"Midwest","Near"
"774","Mississippi","Nov","Black",7.4,24.09351153,0.44,0.42,"South","Near"
"775","Missouri","Nov","Black",7.8,10.07678017,0.41,0.42,"Midwest","Near"
"776","Montana","Nov","Black",4.8,0.030091511,0.49,0.3,"West","Near"
"777","Nebraska","Nov","Black",11.3,1.133575275,0.47,0.36,"Midwest","Near"
"778","Nevada","Nov","Black",6.1,2.417645666,0.37,0.46,"West","Near"
"779","New Hampshire","Nov","Black",8.8,2.009477088,0.35,0.44,"Northeast","Near"
"780","New Jersey","Nov","Black",NA,154.7811026,0.3,0.51,"Northeast","Near"
"781","New Mexico","Nov","Black",7.8,0.313286368,0.37,0.48,"West","Near"
"782","New York","Nov","Black",11.4,60.27615196,0.28,0.53,"Northeast","Near"
"783","North Carolina","Nov","Black",10.6,44.65735457,0.41,0.43,"South","Near"
"784","North Dakota","Nov","Black",11.1,0.330898339,0.5,0.33,"Midwest","Near"
"785","Ohio","Nov","Black",12.2,34.69904525,0.42,0.4,"Midwest","Near"
"786","Oklahoma","Nov","Black",12.7,4.121609226,0.45,0.4,"South","Near"
"787","Oregon","Nov","Black",11.3,0.774402883,0.32,0.47,"West","Near"
"788","Pennsylvania","Nov","Black",9.4,30.51796073,0.39,0.46,"Northeast","Near"
"789","Rhode Island","Nov","Black",14.5,55.31528046,0.3,0.48,"Northeast","Near"
"790","South Carolina","Nov","Black",8.1,44.65946,0.43,0.39,"South","Near"
"791","South Dakota","Nov","Black",11.7,0.215354818,0.53,0.37,"Midwest","Near"
"792","Tennessee","Nov","Black",7.4,27.05451237,0.48,0.36,"South","Near"
"793","Texas","Nov","Black",7.6,12.71487588,0.39,0.4,"South","Near"
"794","Utah","Nov","Black",15.5,0.434341836,0.54,0.3,"West","Near"
"795","Vermont","Nov","Black",32.7,0.835874149,0.29,0.57,"Northeast","Near"
"796","Virginia","Nov","Black",8.8,40.28079701,0.43,0.39,"South","Near"
"797","Washington","Nov","Black",12.1,3.938166471,0.33,0.44,"West","Near"
"798","West Virginia","Nov","Black",9.4,2.962510898,0.43,0.41,"South","Near"
"799","Wisconsin","Nov","Black",7.2,6.670729462,0.42,0.42,"Midwest","Near"
"800","Wyoming","Nov","Black",5.7,0.053076567,0.57,0.25,"West","Near"
"801","Alabama","Dec","Black",4.3,25.66098522,0.52,0.35,"South","Flu"
"802","Alaska","Dec","Black",0.800000000000004,0.037137184,0.39,0.32,"West","Flu"
"803","Arizona","Dec","Black",3.2,2.555208462,0.4,0.39,"West","Flu"
"804","Arkansas","Dec","Black",1.8,8.74699952,0.46,0.38,"South","Flu"
"805","California","Dec","Black",2.9,13.87572849,0.3,0.49,"West","Flu"
"806","Colorado","Dec","Black",3.8,2.116070568,0.41,0.42,"West","Flu"
"807","Connecticut","Dec","Black",3.5,73.13106295,0.32,0.5,"Northeast","Flu"
"808","Delaware","Dec","Black",6.6,105.7237852,0.29,0.55,"South","Flu"
"809","Florida","Dec","Black",2.1,59.7153916,0.37,0.44,"South","Flu"
"810","Georgia","Dec","Black",4.7,56.03292529,0.41,0.41,"South","Flu"
"811","Hawaii","Dec","Black",6.7,3.523120037,0.28,0.51,"West","Flu"
"812","Idaho","Dec","Black",0,0.132288432,0.49,0.32,"West","Flu"
"813","Illinois","Dec","Black",4.6,32.20750814,0.33,0.48,"Midwest","Flu"
"814","Indiana","Dec","Black",4.7,17.0917201,0.42,0.37,"Midwest","Flu"
"815","Iowa","Dec","Black",3.5,1.861100671,0.41,0.4,"Midwest","Flu"
"816","Kansas","Dec","Black",2.9,1.969470687,0.46,0.31,"Midwest","Flu"
"817","Kentucky","Dec","Black",1.7,8.95572838,0.44,0.43,"South","Flu"
"818","Louisiana","Dec","Black",3.7,34.56803471,0.41,0.43,"South","Flu"
"819","Maine","Dec","Black",2.2,0.510643123,0.36,0.47,"Northeast","Flu"
"820","Maryland","Dec","Black",3.1,181.7587724,0.31,0.55,"South","Flu"
"821","Massachusetts","Dec","Black",6.5,60.96529727,0.27,0.56,"Northeast","Flu"
"822","Michigan","Dec","Black",4.1,24.04117512,0.34,0.47,"Midwest","Flu"
"823","Minnesota","Dec","Black",4.1,4.483326425,0.39,0.46,"Midwest","Flu"
"824","Mississippi","Dec","Black",4.3,24.09351153,0.44,0.42,"South","Flu"
"825","Missouri","Dec","Black",3.2,10.07678017,0.41,0.42,"Midwest","Flu"
"826","Montana","Dec","Black",0.799999999999997,0.030091511,0.49,0.3,"West","Flu"
"827","Nebraska","Dec","Black",1.9,1.133575275,0.47,0.36,"Midwest","Flu"
"828","Nevada","Dec","Black",0.799999999999997,2.417645666,0.37,0.46,"West","Flu"
"829","New Hampshire","Dec","Black",1.2,2.009477088,0.35,0.44,"Northeast","Flu"
"830","New Jersey","Dec","Black",NA,154.7811026,0.3,0.51,"Northeast","Flu"
"831","New Mexico","Dec","Black",1.7,0.313286368,0.37,0.48,"West","Flu"
"832","New York","Dec","Black",5.1,60.27615196,0.28,0.53,"Northeast","Flu"
"833","North Carolina","Dec","Black",3,44.65735457,0.41,0.43,"South","Flu"
"834","North Dakota","Dec","Black",6.2,0.330898339,0.5,0.33,"Midwest","Flu"
"835","Ohio","Dec","Black",4.9,34.69904525,0.42,0.4,"Midwest","Flu"
"836","Oklahoma","Dec","Black",1.7,4.121609226,0.45,0.4,"South","Flu"
"837","Oregon","Dec","Black",1.4,0.774402883,0.32,0.47,"West","Flu"
"838","Pennsylvania","Dec","Black",4.3,30.51796073,0.39,0.46,"Northeast","Flu"
"839","Rhode Island","Dec","Black",4.2,55.31528046,0.3,0.48,"Northeast","Flu"
"840","South Carolina","Dec","Black",3.7,44.65946,0.43,0.39,"South","Flu"
"841","South Dakota","Dec","Black",14.4,0.215354818,0.53,0.37,"Midwest","Flu"
"842","Tennessee","Dec","Black",3.2,27.05451237,0.48,0.36,"South","Flu"
"843","Texas","Dec","Black",4.8,12.71487588,0.39,0.4,"South","Flu"
"844","Utah","Dec","Black",1.5,0.434341836,0.54,0.3,"West","Flu"
"845","Vermont","Dec","Black",8.59999999999999,0.835874149,0.29,0.57,"Northeast","Flu"
"846","Virginia","Dec","Black",4.1,40.28079701,0.43,0.39,"South","Flu"
"847","Washington","Dec","Black",6.5,3.938166471,0.33,0.44,"West","Flu"
"848","West Virginia","Dec","Black",3.1,2.962510898,0.43,0.41,"South","Flu"
"849","Wisconsin","Dec","Black",3.6,6.670729462,0.42,0.42,"Midwest","Flu"
"850","Wyoming","Dec","Black",9.2,0.053076567,0.57,0.25,"West","Flu"
"851","Alabama","Jan","Black",5.3,25.66098522,0.52,0.35,"South","Flu"
"852","Alaska","Jan","Black",9.6,0.037137184,0.39,0.32,"West","Flu"
"853","Arizona","Jan","Black",4.5,2.555208462,0.4,0.39,"West","Flu"
"854","Arkansas","Jan","Black",4.9,8.74699952,0.46,0.38,"South","Flu"
"855","California","Jan","Black",4.7,13.87572849,0.3,0.49,"West","Flu"
"856","Colorado","Jan","Black",3,2.116070568,0.41,0.42,"West","Flu"
"857","Connecticut","Jan","Black",4.3,73.13106295,0.32,0.5,"Northeast","Flu"
"858","Delaware","Jan","Black",2.8,105.7237852,0.29,0.55,"South","Flu"
"859","Florida","Jan","Black",3.7,59.7153916,0.37,0.44,"South","Flu"
"860","Georgia","Jan","Black",4.7,56.03292529,0.41,0.41,"South","Flu"
"861","Hawaii","Jan","Black",5.59999999999999,3.523120037,0.28,0.51,"West","Flu"
"862","Idaho","Jan","Black",3.2,0.132288432,0.49,0.32,"West","Flu"
"863","Illinois","Jan","Black",2.4,32.20750814,0.33,0.48,"Midwest","Flu"
"864","Indiana","Jan","Black",3.5,17.0917201,0.42,0.37,"Midwest","Flu"
"865","Iowa","Jan","Black",1.2,1.861100671,0.41,0.4,"Midwest","Flu"
"866","Kansas","Jan","Black",1.90000000000001,1.969470687,0.46,0.31,"Midwest","Flu"
"867","Kentucky","Jan","Black",7.59999999999999,8.95572838,0.44,0.43,"South","Flu"
"868","Louisiana","Jan","Black",3.2,34.56803471,0.41,0.43,"South","Flu"
"869","Maine","Jan","Black",3.2,0.510643123,0.36,0.47,"Northeast","Flu"
"870","Maryland","Jan","Black",5,181.7587724,0.31,0.55,"South","Flu"
"871","Massachusetts","Jan","Black",2.9,60.96529727,0.27,0.56,"Northeast","Flu"
"872","Michigan","Jan","Black",2,24.04117512,0.34,0.47,"Midwest","Flu"
"873","Minnesota","Jan","Black",4.7,4.483326425,0.39,0.46,"Midwest","Flu"
"874","Mississippi","Jan","Black",3.3,24.09351153,0.44,0.42,"South","Flu"
"875","Missouri","Jan","Black",3.9,10.07678017,0.41,0.42,"Midwest","Flu"
"876","Montana","Jan","Black",1.1,0.030091511,0.49,0.3,"West","Flu"
"877","Nebraska","Jan","Black",5,1.133575275,0.47,0.36,"Midwest","Flu"
"878","Nevada","Jan","Black",2,2.417645666,0.37,0.46,"West","Flu"
"879","New Hampshire","Jan","Black",0.299999999999997,2.009477088,0.35,0.44,"Northeast","Flu"
"880","New Jersey","Jan","Black",NA,154.7811026,0.3,0.51,"Northeast","Flu"
"881","New Mexico","Jan","Black",5,0.313286368,0.37,0.48,"West","Flu"
"882","New York","Jan","Black",5.2,60.27615196,0.28,0.53,"Northeast","Flu"
"883","North Carolina","Jan","Black",4.5,44.65735457,0.41,0.43,"South","Flu"
"884","North Dakota","Jan","Black",4.9,0.330898339,0.5,0.33,"Midwest","Flu"
"885","Ohio","Jan","Black",3.3,34.69904525,0.42,0.4,"Midwest","Flu"
"886","Oklahoma","Jan","Black",3.59999999999999,4.121609226,0.45,0.4,"South","Flu"
"887","Oregon","Jan","Black",2.1,0.774402883,0.32,0.47,"West","Flu"
"888","Pennsylvania","Jan","Black",2.90000000000001,30.51796073,0.39,0.46,"Northeast","Flu"
"889","Rhode Island","Jan","Black",6,55.31528046,0.3,0.48,"Northeast","Flu"
"890","South Carolina","Jan","Black",4.9,44.65946,0.43,0.39,"South","Flu"
"891","South Dakota","Jan","Black",8,0.215354818,0.53,0.37,"Midwest","Flu"
"892","Tennessee","Jan","Black",3.5,27.05451237,0.48,0.36,"South","Flu"
"893","Texas","Jan","Black",4.6,12.71487588,0.39,0.4,"South","Flu"
"894","Utah","Jan","Black",5.5,0.434341836,0.54,0.3,"West","Flu"
"895","Vermont","Jan","Black",5,0.835874149,0.29,0.57,"Northeast","Flu"
"896","Virginia","Jan","Black",4.2,40.28079701,0.43,0.39,"South","Flu"
"897","Washington","Jan","Black",3.8,3.938166471,0.33,0.44,"West","Flu"
"898","West Virginia","Jan","Black",1.5,2.962510898,0.43,0.41,"South","Flu"
"899","Wisconsin","Jan","Black",10.6,6.670729462,0.42,0.42,"Midwest","Flu"
"900","Wyoming","Jan","Black",5.2,0.053076567,0.57,0.25,"West","Flu"
"901","Alabama","Feb","Black",3.1,25.66098522,0.52,0.35,"South","Flu"
"902","Alaska","Feb","Black",0,0.037137184,0.39,0.32,"West","Flu"
"903","Arizona","Feb","Black",3.4,2.555208462,0.4,0.39,"West","Flu"
"904","Arkansas","Feb","Black",1.7,8.74699952,0.46,0.38,"South","Flu"
"905","California","Feb","Black",1.2,13.87572849,0.3,0.49,"West","Flu"
"906","Colorado","Feb","Black",4.5,2.116070568,0.41,0.42,"West","Flu"
"907","Connecticut","Feb","Black",2.4,73.13106295,0.32,0.5,"Northeast","Flu"
"908","Delaware","Feb","Black",2.2,105.7237852,0.29,0.55,"South","Flu"
"909","Florida","Feb","Black",2.5,59.7153916,0.37,0.44,"South","Flu"
"910","Georgia","Feb","Black",2,56.03292529,0.41,0.41,"South","Flu"
"911","Hawaii","Feb","Black",2.3,3.523120037,0.28,0.51,"West","Flu"
"912","Idaho","Feb","Black",0,0.132288432,0.49,0.32,"West","Flu"
"913","Illinois","Feb","Black",2.6,32.20750814,0.33,0.48,"Midwest","Flu"
"914","Indiana","Feb","Black",3.1,17.0917201,0.42,0.37,"Midwest","Flu"
"915","Iowa","Feb","Black",1.6,1.861100671,0.41,0.4,"Midwest","Flu"
"916","Kansas","Feb","Black",1.09999999999999,1.969470687,0.46,0.31,"Midwest","Flu"
"917","Kentucky","Feb","Black",2.7,8.95572838,0.44,0.43,"South","Flu"
"918","Louisiana","Feb","Black",3.6,34.56803471,0.41,0.43,"South","Flu"
"919","Maine","Feb","Black",0,0.510643123,0.36,0.47,"Northeast","Flu"
"920","Maryland","Feb","Black",2.7,181.7587724,0.31,0.55,"South","Flu"
"921","Massachusetts","Feb","Black",3.5,60.96529727,0.27,0.56,"Northeast","Flu"
"922","Michigan","Feb","Black",3.5,24.04117512,0.34,0.47,"Midwest","Flu"
"923","Minnesota","Feb","Black",3.90000000000001,4.483326425,0.39,0.46,"Midwest","Flu"
"924","Mississippi","Feb","Black",1.9,24.09351153,0.44,0.42,"South","Flu"
"925","Missouri","Feb","Black",3.3,10.07678017,0.41,0.42,"Midwest","Flu"
"926","Montana","Feb","Black",5.7,0.030091511,0.49,0.3,"West","Flu"
"927","Nebraska","Feb","Black",4.8,1.133575275,0.47,0.36,"Midwest","Flu"
"928","Nevada","Feb","Black",0.800000000000001,2.417645666,0.37,0.46,"West","Flu"
"929","New Hampshire","Feb","Black",2.4,2.009477088,0.35,0.44,"Northeast","Flu"
"930","New Jersey","Feb","Black",NA,154.7811026,0.3,0.51,"Northeast","Flu"
"931","New Mexico","Feb","Black",0,0.313286368,0.37,0.48,"West","Flu"
"932","New York","Feb","Black",1.6,60.27615196,0.28,0.53,"Northeast","Flu"
"933","North Carolina","Feb","Black",3.3,44.65735457,0.41,0.43,"South","Flu"
"934","North Dakota","Feb","Black",1.7,0.330898339,0.5,0.33,"Midwest","Flu"
"935","Ohio","Feb","Black",2.2,34.69904525,0.42,0.4,"Midwest","Flu"
"936","Oklahoma","Feb","Black",6.1,4.121609226,0.45,0.4,"South","Flu"
"937","Oregon","Feb","Black",0,0.774402883,0.32,0.47,"West","Flu"
"938","Pennsylvania","Feb","Black",4.3,30.51796073,0.39,0.46,"Northeast","Flu"
"939","Rhode Island","Feb","Black",3.5,55.31528046,0.3,0.48,"Northeast","Flu"
"940","South Carolina","Feb","Black",2.1,44.65946,0.43,0.39,"South","Flu"
"941","South Dakota","Feb","Black",1.2,0.215354818,0.53,0.37,"Midwest","Flu"
"942","Tennessee","Feb","Black",0.799999999999997,27.05451237,0.48,0.36,"South","Flu"
"943","Texas","Feb","Black",3.6,12.71487588,0.39,0.4,"South","Flu"
"944","Utah","Feb","Black",1.9,0.434341836,0.54,0.3,"West","Flu"
"945","Vermont","Feb","Black",1.6,0.835874149,0.29,0.57,"Northeast","Flu"
"946","Virginia","Feb","Black",2.5,40.28079701,0.43,0.39,"South","Flu"
"947","Washington","Feb","Black",1.59999999999999,3.938166471,0.33,0.44,"West","Flu"
"948","West Virginia","Feb","Black",4,2.962510898,0.43,0.41,"South","Flu"
"949","Wisconsin","Feb","Black",4.5,6.670729462,0.42,0.42,"Midwest","Flu"
"950","Wyoming","Feb","Black",3.2,0.053076567,0.57,0.25,"West","Flu"
"951","Alabama","Mar","Black",0.799999999999997,25.66098522,0.52,0.35,"South","Far"
"952","Alaska","Mar","Black",0,0.037137184,0.39,0.32,"West","Far"
"953","Arizona","Mar","Black",1.8,2.555208462,0.4,0.39,"West","Far"
"954","Arkansas","Mar","Black",0.899999999999999,8.74699952,0.46,0.38,"South","Far"
"955","California","Mar","Black",2.4,13.87572849,0.3,0.49,"West","Far"
"956","Colorado","Mar","Black",6.2,2.116070568,0.41,0.42,"West","Far"
"957","Connecticut","Mar","Black",2.5,73.13106295,0.32,0.5,"Northeast","Far"
"958","Delaware","Mar","Black",0,105.7237852,0.29,0.55,"South","Far"
"959","Florida","Mar","Black",2,59.7153916,0.37,0.44,"South","Far"
"960","Georgia","Mar","Black",4.40000000000001,56.03292529,0.41,0.41,"South","Far"
"961","Hawaii","Mar","Black",0,3.523120037,0.28,0.51,"West","Far"
"962","Idaho","Mar","Black",0,0.132288432,0.49,0.32,"West","Far"
"963","Illinois","Mar","Black",1,32.20750814,0.33,0.48,"Midwest","Far"
"964","Indiana","Mar","Black",0.899999999999999,17.0917201,0.42,0.37,"Midwest","Far"
"965","Iowa","Mar","Black",1.3,1.861100671,0.41,0.4,"Midwest","Far"
"966","Kansas","Mar","Black",0,1.969470687,0.46,0.31,"Midwest","Far"
"967","Kentucky","Mar","Black",0.799999999999997,8.95572838,0.44,0.43,"South","Far"
"968","Louisiana","Mar","Black",1.9,34.56803471,0.41,0.43,"South","Far"
"969","Maine","Mar","Black",5,0.510643123,0.36,0.47,"Northeast","Far"
"970","Maryland","Mar","Black",2,181.7587724,0.31,0.55,"South","Far"
"971","Massachusetts","Mar","Black",2.5,60.96529727,0.27,0.56,"Northeast","Far"
"972","Michigan","Mar","Black",1.6,24.04117512,0.34,0.47,"Midwest","Far"
"973","Minnesota","Mar","Black",0,4.483326425,0.39,0.46,"Midwest","Far"
"974","Mississippi","Mar","Black",0.399999999999999,24.09351153,0.44,0.42,"South","Far"
"975","Missouri","Mar","Black",1.3,10.07678017,0.41,0.42,"Midwest","Far"
"976","Montana","Mar","Black",0,0.030091511,0.49,0.3,"West","Far"
"977","Nebraska","Mar","Black",0.100000000000001,1.133575275,0.47,0.36,"Midwest","Far"
"978","Nevada","Mar","Black",0,2.417645666,0.37,0.46,"West","Far"
"979","New Hampshire","Mar","Black",1.7,2.009477088,0.35,0.44,"Northeast","Far"
"980","New Jersey","Mar","Black",NA,154.7811026,0.3,0.51,"Northeast","Far"
"981","New Mexico","Mar","Black",0,0.313286368,0.37,0.48,"West","Far"
"982","New York","Mar","Black",1,60.27615196,0.28,0.53,"Northeast","Far"
"983","North Carolina","Mar","Black",2,44.65735457,0.41,0.43,"South","Far"
"984","North Dakota","Mar","Black",0.599999999999994,0.330898339,0.5,0.33,"Midwest","Far"
"985","Ohio","Mar","Black",0.5,34.69904525,0.42,0.4,"Midwest","Far"
"986","Oklahoma","Mar","Black",0.399999999999999,4.121609226,0.45,0.4,"South","Far"
"987","Oregon","Mar","Black",4.1,0.774402883,0.32,0.47,"West","Far"
"988","Pennsylvania","Mar","Black",2.8,30.51796073,0.39,0.46,"Northeast","Far"
"989","Rhode Island","Mar","Black",0,55.31528046,0.3,0.48,"Northeast","Far"
"990","South Carolina","Mar","Black",1.3,44.65946,0.43,0.39,"South","Far"
"991","South Dakota","Mar","Black",0,0.215354818,0.53,0.37,"Midwest","Far"
"992","Tennessee","Mar","Black",1.1,27.05451237,0.48,0.36,"South","Far"
"993","Texas","Mar","Black",0.699999999999996,12.71487588,0.39,0.4,"South","Far"
"994","Utah","Mar","Black",3.7,0.434341836,0.54,0.3,"West","Far"
"995","Vermont","Mar","Black",0,0.835874149,0.29,0.57,"Northeast","Far"
"996","Virginia","Mar","Black",0,40.28079701,0.43,0.39,"South","Far"
"997","Washington","Mar","Black",1.7,3.938166471,0.33,0.44,"West","Far"
"998","West Virginia","Mar","Black",0,2.962510898,0.43,0.41,"South","Far"
"999","Wisconsin","Mar","Black",2.8,6.670729462,0.42,0.42,"Midwest","Far"
"1000","Wyoming","Mar","Black",0,0.053076567,0.57,0.25,"West","Far"
"1001","Alabama","Apr","Black",0.899999999999999,25.66098522,0.52,0.35,"South","Far"
"1002","Alaska","Apr","Black",0,0.037137184,0.39,0.32,"West","Far"
