"","State","Month","Race","Vaccine","Population","Republican.Rep.","Democratics.Rep.","Region","Season"
"1321","Massachusetts","Nov","Hispanic",8.6,103.5075274,0.27,0.56,"Northeast","Near"
"1322","Michigan","Nov","Hispanic",5.4,8.921240206,0.34,0.47,"Midwest","Near"
"1323","Minnesota","Nov","Hispanic",7,3.72616401,0.39,0.46,"Midwest","Near"
"1324","Mississippi","Nov","Hispanic",18.3,1.833887539,0.44,0.42,"South","Near"
"1325","Missouri","Nov","Hispanic",11.8,3.71277831,0.41,0.42,"Midwest","Near"
"1326","Montana","Nov","Hispanic",4.4,0.267477809,0.49,0.3,"West","Near"
"1327","Nebraska","Nov","Hispanic",10.9,2.730521085,0.47,0.36,"Midwest","Near"
"1328","Nevada","Nov","Hispanic",5.4,7.874460412,0.37,0.46,"West","Near"
"1329","New Hampshire","Nov","Hispanic",24.2,5.618575092,0.35,0.44,"Northeast","Near"
"1330","New Jersey","Nov","Hispanic",NA,248.0702251,0.3,0.51,"Northeast","Near"
"1331","New Mexico","Nov","Hispanic",10.4,8.39075516,0.37,0.48,"West","Near"
"1332","New York","Nov","Hispanic",10.8,80.71434017,0.28,0.53,"Northeast","Near"
"1333","North Carolina","Nov","Hispanic",10.2,19.75586026,0.41,0.43,"South","Near"
"1334","North Dakota","Nov","Hispanic",7,0.383786996,0.5,0.33,"Midwest","Near"
"1335","Ohio","Nov","Hispanic",10.6,10.66495739,0.42,0.4,"Midwest","Near"
"1336","Oklahoma","Nov","Hispanic",6.3,6.082033809,0.45,0.4,"South","Near"
"1337","Oregon","Nov","Hispanic",10.2,5.634448923,0.32,0.47,"West","Near"
"1338","Pennsylvania","Nov","Hispanic",9.6,20.93770638,0.39,0.46,"Northeast","Near"
"1339","Rhode Island","Nov","Hispanic",11.9,157.9748549,0.3,0.48,"Northeast","Near"
"1340","South Carolina","Nov","Hispanic",13.8,9.497857926,0.43,0.39,"South","Near"
"1341","South Dakota","Nov","Hispanic",15,0.412105721,0.53,0.37,"Midwest","Near"
"1342","Tennessee","Nov","Hispanic",11.9,8.762809316,0.48,0.36,"South","Near"
"1343","Texas","Nov","Hispanic",8.7,42.6046374,0.39,0.4,"South","Near"
"1344","Utah","Nov","Hispanic",6.6,5.285390906,0.54,0.3,"West","Near"
"1345","Vermont","Nov","Hispanic",11.4,1.290085415,0.29,0.57,"Northeast","Near"
"1346","Virginia","Nov","Hispanic",9.6,19.96722057,0.43,0.39,"South","Near"
"1347","Washington","Nov","Hispanic",10.3,14.12982488,0.33,0.44,"West","Near"
"1348","West Virginia","Nov","Hispanic",9.1,0.946859302,0.43,0.41,"South","Near"
"1349","Wisconsin","Nov","Hispanic",10.9,7.324943845,0.42,0.42,"Midwest","Near"
"1350","Wyoming","Nov","Hispanic",10.6,0.598547964,0.57,0.25,"West","Near"
"1351","Alabama","Dec","Hispanic",7.3,3.979704433,0.52,0.35,"South","Flu"
"1352","Alaska","Dec","Hispanic",4,0.090620898,0.39,0.32,"West","Flu"
"1353","Arizona","Dec","Hispanic",3.2,19.37816124,0.4,0.39,"West","Flu"
"1354","Arkansas","Dec","Hispanic",4.9,4.296956313,0.46,0.38,"South","Flu"
"1355","California","Dec","Hispanic",4.4,99.23067454,0.3,0.49,"West","Flu"
"1356","Colorado","Dec","Hispanic",5.2,11.63331727,0.41,0.42,"West","Flu"
"1357","Connecticut","Dec","Hispanic",5.1,119.4701754,0.32,0.5,"Northeast","Flu"
"1358","Delaware","Dec","Hispanic",6,45.80051151,0.29,0.55,"South","Flu"
"1359","Florida","Dec","Hispanic",3.4,99.46589625,0.37,0.44,"South","Flu"
"1360","Georgia","Dec","Hispanic",7.3,17.29090627,0.41,0.41,"South","Flu"
"1361","Hawaii","Dec","Hispanic",3.9,23.37303441,0.28,0.51,"West","Flu"
"1362","Idaho","Dec","Hispanic",7.2,2.581467293,0.49,0.32,"West","Flu"
"1363","Illinois","Dec","Hispanic",3.8,39.6979296,0.33,0.48,"Midwest","Flu"
"1364","Indiana","Dec","Hispanic",5.7,12.86919431,0.42,0.37,"Midwest","Flu"
"1365","Iowa","Dec","Hispanic",8.5,3.324313199,0.41,0.4,"Midwest","Flu"
"1366","Kansas","Dec","Hispanic",2.6,4.222651333,0.46,0.31,"Midwest","Flu"
"1367","Kentucky","Dec","Hispanic",9,3.905240109,0.44,0.43,"South","Flu"
"1368","Louisiana","Dec","Hispanic",3.1,5.591975394,0.41,0.43,"South","Flu"
"1369","Maine","Dec","Hispanic",4.5,0.709509153,0.36,0.47,"Northeast","Flu"
"1370","Maryland","Dec","Hispanic",6.8,62.68122762,0.31,0.55,"South","Flu"
"1371","Massachusetts","Dec","Hispanic",3.8,103.5075274,0.27,0.56,"Northeast","Flu"
"1372","Michigan","Dec","Hispanic",4.2,8.921240206,0.34,0.47,"Midwest","Flu"
"1373","Minnesota","Dec","Hispanic",4.40000000000001,3.72616401,0.39,0.46,"Midwest","Flu"
"1374","Mississippi","Dec","Hispanic",1.9,1.833887539,0.44,0.42,"South","Flu"
"1375","Missouri","Dec","Hispanic",4.9,3.71277831,0.41,0.42,"Midwest","Flu"
"1376","Montana","Dec","Hispanic",1.6,0.267477809,0.49,0.3,"West","Flu"
"1377","Nebraska","Dec","Hispanic",7,2.730521085,0.47,0.36,"Midwest","Flu"
"1378","Nevada","Dec","Hispanic",8.5,7.874460412,0.37,0.46,"West","Flu"
"1379","New Hampshire","Dec","Hispanic",4.3,5.618575092,0.35,0.44,"Northeast","Flu"
"1380","New Jersey","Dec","Hispanic",NA,248.0702251,0.3,0.51,"Northeast","Flu"
"1381","New Mexico","Dec","Hispanic",4.4,8.39075516,0.37,0.48,"West","Flu"
"1382","New York","Dec","Hispanic",5.3,80.71434017,0.28,0.53,"Northeast","Flu"
"1383","North Carolina","Dec","Hispanic",5,19.75586026,0.41,0.43,"South","Flu"
"1384","North Dakota","Dec","Hispanic",3.2,0.383786996,0.5,0.33,"Midwest","Flu"
"1385","Ohio","Dec","Hispanic",2.2,10.66495739,0.42,0.4,"Midwest","Flu"
"1386","Oklahoma","Dec","Hispanic",2.8,6.082033809,0.45,0.4,"South","Flu"
"1387","Oregon","Dec","Hispanic",6.2,5.634448923,0.32,0.47,"West","Flu"
"1388","Pennsylvania","Dec","Hispanic",2.7,20.93770638,0.39,0.46,"Northeast","Flu"
"1389","Rhode Island","Dec","Hispanic",5,157.9748549,0.3,0.48,"Northeast","Flu"
"1390","South Carolina","Dec","Hispanic",5.7,9.497857926,0.43,0.39,"South","Flu"
"1391","South Dakota","Dec","Hispanic",2.3,0.412105721,0.53,0.37,"Midwest","Flu"
"1392","Tennessee","Dec","Hispanic",4.7,8.762809316,0.48,0.36,"South","Flu"
"1393","Texas","Dec","Hispanic",5.3,42.6046374,0.39,0.4,"South","Flu"
"1394","Utah","Dec","Hispanic",6.1,5.285390906,0.54,0.3,"West","Flu"
"1395","Vermont","Dec","Hispanic",0.399999999999999,1.290085415,0.29,0.57,"Northeast","Flu"
"1396","Virginia","Dec","Hispanic",3.9,19.96722057,0.43,0.39,"South","Flu"
"1397","Washington","Dec","Hispanic",2.5,14.12982488,0.33,0.44,"West","Flu"
"1398","West Virginia","Dec","Hispanic",1.9,0.946859302,0.43,0.41,"South","Flu"
"1399","Wisconsin","Dec","Hispanic",4.2,7.324943845,0.42,0.42,"Midwest","Flu"
"1400","Wyoming","Dec","Hispanic",6.9,0.598547964,0.57,0.25,"West","Flu"
"1401","Alabama","Jan","Hispanic",6.6,3.979704433,0.52,0.35,"South","Flu"
"1402","Alaska","Jan","Hispanic",0,0.090620898,0.39,0.32,"West","Flu"
"1403","Arizona","Jan","Hispanic",2.2,19.37816124,0.4,0.39,"West","Flu"
"1404","Arkansas","Jan","Hispanic",3.8,4.296956313,0.46,0.38,"South","Flu"
"1405","California","Jan","Hispanic",4.7,99.23067454,0.3,0.49,"West","Flu"
"1406","Colorado","Jan","Hispanic",3.2,11.63331727,0.41,0.42,"West","Flu"
"1407","Connecticut","Jan","Hispanic",4.5,119.4701754,0.32,0.5,"Northeast","Flu"
"1408","Delaware","Jan","Hispanic",4.3,45.80051151,0.29,0.55,"South","Flu"
"1409","Florida","Jan","Hispanic",2.9,99.46589625,0.37,0.44,"South","Flu"
"1410","Georgia","Jan","Hispanic",1.4,17.29090627,0.41,0.41,"South","Flu"
"1411","Hawaii","Jan","Hispanic",5.7,23.37303441,0.28,0.51,"West","Flu"
"1412","Idaho","Jan","Hispanic",1,2.581467293,0.49,0.32,"West","Flu"
"1413","Illinois","Jan","Hispanic",3.8,39.6979296,0.33,0.48,"Midwest","Flu"
"1414","Indiana","Jan","Hispanic",3.2,12.86919431,0.42,0.37,"Midwest","Flu"
"1415","Iowa","Jan","Hispanic",0.300000000000004,3.324313199,0.41,0.4,"Midwest","Flu"
"1416","Kansas","Jan","Hispanic",3.2,4.222651333,0.46,0.31,"Midwest","Flu"
"1417","Kentucky","Jan","Hispanic",3.7,3.905240109,0.44,0.43,"South","Flu"
"1418","Louisiana","Jan","Hispanic",4.8,5.591975394,0.41,0.43,"South","Flu"
"1419","Maine","Jan","Hispanic",2.09999999999999,0.709509153,0.36,0.47,"Northeast","Flu"
"1420","Maryland","Jan","Hispanic",2.5,62.68122762,0.31,0.55,"South","Flu"
"1421","Massachusetts","Jan","Hispanic",2.8,103.5075274,0.27,0.56,"Northeast","Flu"
"1422","Michigan","Jan","Hispanic",0.899999999999999,8.921240206,0.34,0.47,"Midwest","Flu"
"1423","Minnesota","Jan","Hispanic",4.59999999999999,3.72616401,0.39,0.46,"Midwest","Flu"
"1424","Mississippi","Jan","Hispanic",5.4,1.833887539,0.44,0.42,"South","Flu"
"1425","Missouri","Jan","Hispanic",3.9,3.71277831,0.41,0.42,"Midwest","Flu"
"1426","Montana","Jan","Hispanic",0,0.267477809,0.49,0.3,"West","Flu"
"1427","Nebraska","Jan","Hispanic",7.5,2.730521085,0.47,0.36,"Midwest","Flu"
"1428","Nevada","Jan","Hispanic",2,7.874460412,0.37,0.46,"West","Flu"
"1429","New Hampshire","Jan","Hispanic",3.4,5.618575092,0.35,0.44,"Northeast","Flu"
"1430","New Jersey","Jan","Hispanic",NA,248.0702251,0.3,0.51,"Northeast","Flu"
"1431","New Mexico","Jan","Hispanic",3.1,8.39075516,0.37,0.48,"West","Flu"
"1432","New York","Jan","Hispanic",5.7,80.71434017,0.28,0.53,"Northeast","Flu"
"1433","North Carolina","Jan","Hispanic",3,19.75586026,0.41,0.43,"South","Flu"
"1434","North Dakota","Jan","Hispanic",4.2,0.383786996,0.5,0.33,"Midwest","Flu"
"1435","Ohio","Jan","Hispanic",7.90000000000001,10.66495739,0.42,0.4,"Midwest","Flu"
"1436","Oklahoma","Jan","Hispanic",2.8,6.082033809,0.45,0.4,"South","Flu"
"1437","Oregon","Jan","Hispanic",2.6,5.634448923,0.32,0.47,"West","Flu"
"1438","Pennsylvania","Jan","Hispanic",2.9,20.93770638,0.39,0.46,"Northeast","Flu"
"1439","Rhode Island","Jan","Hispanic",6.2,157.9748549,0.3,0.48,"Northeast","Flu"
"1440","South Carolina","Jan","Hispanic",4.5,9.497857926,0.43,0.39,"South","Flu"
"1441","South Dakota","Jan","Hispanic",10.9,0.412105721,0.53,0.37,"Midwest","Flu"
"1442","Tennessee","Jan","Hispanic",5,8.762809316,0.48,0.36,"South","Flu"
"1443","Texas","Jan","Hispanic",3.6,42.6046374,0.39,0.4,"South","Flu"
"1444","Utah","Jan","Hispanic",1.6,5.285390906,0.54,0.3,"West","Flu"
"1445","Vermont","Jan","Hispanic",1.5,1.290085415,0.29,0.57,"Northeast","Flu"
"1446","Virginia","Jan","Hispanic",5,19.96722057,0.43,0.39,"South","Flu"
"1447","Washington","Jan","Hispanic",4.9,14.12982488,0.33,0.44,"West","Flu"
"1448","West Virginia","Jan","Hispanic",2.3,0.946859302,0.43,0.41,"South","Flu"
"1449","Wisconsin","Jan","Hispanic",6.1,7.324943845,0.42,0.42,"Midwest","Flu"
"1450","Wyoming","Jan","Hispanic",1.3,0.598547964,0.57,0.25,"West","Flu"
"1451","Alabama","Feb","Hispanic",1.2,3.979704433,0.52,0.35,"South","Flu"
"1452","Alaska","Feb","Hispanic",0,0.090620898,0.39,0.32,"West","Flu"
"1453","Arizona","Feb","Hispanic",2.3,19.37816124,0.4,0.39,"West","Flu"
"1454","Arkansas","Feb","Hispanic",4.1,4.296956313,0.46,0.38,"South","Flu"
"1455","California","Feb","Hispanic",2.7,99.23067454,0.3,0.49,"West","Flu"
"1456","Colorado","Feb","Hispanic",2.6,11.63331727,0.41,0.42,"West","Flu"
"1457","Connecticut","Feb","Hispanic",2.4,119.4701754,0.32,0.5,"Northeast","Flu"
"1458","Delaware","Feb","Hispanic",1.9,45.80051151,0.29,0.55,"South","Flu"
"1459","Florida","Feb","Hispanic",2,99.46589625,0.37,0.44,"South","Flu"
"1460","Georgia","Feb","Hispanic",2,17.29090627,0.41,0.41,"South","Flu"
"1461","Hawaii","Feb","Hispanic",2.8,23.37303441,0.28,0.51,"West","Flu"
"1462","Idaho","Feb","Hispanic",3.3,2.581467293,0.49,0.32,"West","Flu"
"1463","Illinois","Feb","Hispanic",2.1,39.6979296,0.33,0.48,"Midwest","Flu"
"1464","Indiana","Feb","Hispanic",2.9,12.86919431,0.42,0.37,"Midwest","Flu"
"1465","Iowa","Feb","Hispanic",0.399999999999999,3.324313199,0.41,0.4,"Midwest","Flu"
"1466","Kansas","Feb","Hispanic",3.3,4.222651333,0.46,0.31,"Midwest","Flu"
"1467","Kentucky","Feb","Hispanic",8,3.905240109,0.44,0.43,"South","Flu"
"1468","Louisiana","Feb","Hispanic",0.700000000000003,5.591975394,0.41,0.43,"South","Flu"
"1469","Maine","Feb","Hispanic",0,0.709509153,0.36,0.47,"Northeast","Flu"
"1470","Maryland","Feb","Hispanic",1.1,62.68122762,0.31,0.55,"South","Flu"
"1471","Massachusetts","Feb","Hispanic",5.9,103.5075274,0.27,0.56,"Northeast","Flu"
"1472","Michigan","Feb","Hispanic",3.6,8.921240206,0.34,0.47,"Midwest","Flu"
"1473","Minnesota","Feb","Hispanic",2.1,3.72616401,0.39,0.46,"Midwest","Flu"
"1474","Mississippi","Feb","Hispanic",0.5,1.833887539,0.44,0.42,"South","Flu"
"1475","Missouri","Feb","Hispanic",0,3.71277831,0.41,0.42,"Midwest","Flu"
"1476","Montana","Feb","Hispanic",0.599999999999998,0.267477809,0.49,0.3,"West","Flu"
"1477","Nebraska","Feb","Hispanic",1.3,2.730521085,0.47,0.36,"Midwest","Flu"
"1478","Nevada","Feb","Hispanic",1.1,7.874460412,0.37,0.46,"West","Flu"
"1479","New Hampshire","Feb","Hispanic",0.200000000000003,5.618575092,0.35,0.44,"Northeast","Flu"
"1480","New Jersey","Feb","Hispanic",NA,248.0702251,0.3,0.51,"Northeast","Flu"
"1481","New Mexico","Feb","Hispanic",3.8,8.39075516,0.37,0.48,"West","Flu"
"1482","New York","Feb","Hispanic",5,80.71434017,0.28,0.53,"Northeast","Flu"
"1483","North Carolina","Feb","Hispanic",0.800000000000004,19.75586026,0.41,0.43,"South","Flu"
"1484","North Dakota","Feb","Hispanic",1.8,0.383786996,0.5,0.33,"Midwest","Flu"
"1485","Ohio","Feb","Hispanic",2.5,10.66495739,0.42,0.4,"Midwest","Flu"
"1486","Oklahoma","Feb","Hispanic",1.5,6.082033809,0.45,0.4,"South","Flu"
"1487","Oregon","Feb","Hispanic",4.9,5.634448923,0.32,0.47,"West","Flu"
"1488","Pennsylvania","Feb","Hispanic",5.90000000000001,20.93770638,0.39,0.46,"Northeast","Flu"
"1489","Rhode Island","Feb","Hispanic",2.9,157.9748549,0.3,0.48,"Northeast","Flu"
"1490","South Carolina","Feb","Hispanic",0.5,9.497857926,0.43,0.39,"South","Flu"
"1491","South Dakota","Feb","Hispanic",0,0.412105721,0.53,0.37,"Midwest","Flu"
"1492","Tennessee","Feb","Hispanic",2.3,8.762809316,0.48,0.36,"South","Flu"
"1493","Texas","Feb","Hispanic",1.9,42.6046374,0.39,0.4,"South","Flu"
"1494","Utah","Feb","Hispanic",1.09999999999999,5.285390906,0.54,0.3,"West","Flu"
"1495","Vermont","Feb","Hispanic",0.600000000000001,1.290085415,0.29,0.57,"Northeast","Flu"
"1496","Virginia","Feb","Hispanic",2.5,19.96722057,0.43,0.39,"South","Flu"
"1497","Washington","Feb","Hispanic",2,14.12982488,0.33,0.44,"West","Flu"
"1498","West Virginia","Feb","Hispanic",0,0.946859302,0.43,0.41,"South","Flu"
"1499","Wisconsin","Feb","Hispanic",3.5,7.324943845,0.42,0.42,"Midwest","Flu"
"1500","Wyoming","Feb","Hispanic",0,0.598547964,0.57,0.25,"West","Flu"
"1501","Alabama","Mar","Hispanic",0,3.979704433,0.52,0.35,"South","Far"
"1502","Alaska","Mar","Hispanic",0,0.090620898,0.39,0.32,"West","Far"
"1503","Arizona","Mar","Hispanic",1.8,19.37816124,0.4,0.39,"West","Far"
"1504","Arkansas","Mar","Hispanic",2.3,4.296956313,0.46,0.38,"South","Far"
"1505","California","Mar","Hispanic",1.5,99.23067454,0.3,0.49,"West","Far"
"1506","Colorado","Mar","Hispanic",1.8,11.63331727,0.41,0.42,"West","Far"
"1507","Connecticut","Mar","Hispanic",0.900000000000006,119.4701754,0.32,0.5,"Northeast","Far"
"1508","Delaware","Mar","Hispanic",2.3,45.80051151,0.29,0.55,"South","Far"
"1509","Florida","Mar","Hispanic",1.8,99.46589625,0.37,0.44,"South","Far"
"1510","Georgia","Mar","Hispanic",1.2,17.29090627,0.41,0.41,"South","Far"
"1511","Hawaii","Mar","Hispanic",2.4,23.37303441,0.28,0.51,"West","Far"
"1512","Idaho","Mar","Hispanic",0,2.581467293,0.49,0.32,"West","Far"
"1513","Illinois","Mar","Hispanic",0.399999999999999,39.6979296,0.33,0.48,"Midwest","Far"
"1514","Indiana","Mar","Hispanic",4.6,12.86919431,0.42,0.37,"Midwest","Far"
"1515","Iowa","Mar","Hispanic",1.7,3.324313199,0.41,0.4,"Midwest","Far"
"1516","Kansas","Mar","Hispanic",1.2,4.222651333,0.46,0.31,"Midwest","Far"
"1517","Kentucky","Mar","Hispanic",1.3,3.905240109,0.44,0.43,"South","Far"
"1518","Louisiana","Mar","Hispanic",2.3,5.591975394,0.41,0.43,"South","Far"
"1519","Maine","Mar","Hispanic",2.8,0.709509153,0.36,0.47,"Northeast","Far"
"1520","Maryland","Mar","Hispanic",3,62.68122762,0.31,0.55,"South","Far"
"1521","Massachusetts","Mar","Hispanic",2.5,103.5075274,0.27,0.56,"Northeast","Far"
"1522","Michigan","Mar","Hispanic",2.8,8.921240206,0.34,0.47,"Midwest","Far"
"1523","Minnesota","Mar","Hispanic",2,3.72616401,0.39,0.46,"Midwest","Far"
"1524","Mississippi","Mar","Hispanic",0,1.833887539,0.44,0.42,"South","Far"
"1525","Missouri","Mar","Hispanic",3.2,3.71277831,0.41,0.42,"Midwest","Far"
"1526","Montana","Mar","Hispanic",2.7,0.267477809,0.49,0.3,"West","Far"
"1527","Nebraska","Mar","Hispanic",0.700000000000003,2.730521085,0.47,0.36,"Midwest","Far"
"1528","Nevada","Mar","Hispanic",0.199999999999999,7.874460412,0.37,0.46,"West","Far"
"1529","New Hampshire","Mar","Hispanic",0,5.618575092,0.35,0.44,"Northeast","Far"
"1530","New Jersey","Mar","Hispanic",NA,248.0702251,0.3,0.51,"Northeast","Far"
"1531","New Mexico","Mar","Hispanic",1.40000000000001,8.39075516,0.37,0.48,"West","Far"
"1532","New York","Mar","Hispanic",1.3,80.71434017,0.28,0.53,"Northeast","Far"
"1533","North Carolina","Mar","Hispanic",3,19.75586026,0.41,0.43,"South","Far"
"1534","North Dakota","Mar","Hispanic",1,0.383786996,0.5,0.33,"Midwest","Far"
"1535","Ohio","Mar","Hispanic",4,10.66495739,0.42,0.4,"Midwest","Far"
"1536","Oklahoma","Mar","Hispanic",0,6.082033809,0.45,0.4,"South","Far"
"1537","Oregon","Mar","Hispanic",3,5.634448923,0.32,0.47,"West","Far"
"1538","Pennsylvania","Mar","Hispanic",3.3,20.93770638,0.39,0.46,"Northeast","Far"
"1539","Rhode Island","Mar","Hispanic",1.3,157.9748549,0.3,0.48,"Northeast","Far"
"1540","South Carolina","Mar","Hispanic",1.4,9.497857926,0.43,0.39,"South","Far"
"1541","South Dakota","Mar","Hispanic",5.9,0.412105721,0.53,0.37,"Midwest","Far"
"1542","Tennessee","Mar","Hispanic",1.5,8.762809316,0.48,0.36,"South","Far"
"1543","Texas","Mar","Hispanic",2.2,42.6046374,0.39,0.4,"South","Far"
"1544","Utah","Mar","Hispanic",1.5,5.285390906,0.54,0.3,"West","Far"
"1545","Vermont","Mar","Hispanic",1.4,1.290085415,0.29,0.57,"Northeast","Far"
"1546","Virginia","Mar","Hispanic",1.6,19.96722057,0.43,0.39,"South","Far"
"1547","Washington","Mar","Hispanic",1.3,14.12982488,0.33,0.44,"West","Far"
"1548","West Virginia","Mar","Hispanic",1.1,0.946859302,0.43,0.41,"South","Far"
"1549","Wisconsin","Mar","Hispanic",1.09999999999999,7.324943845,0.42,0.42,"Midwest","Far"
"1550","Wyoming","Mar","Hispanic",0,0.598547964,0.57,0.25,"West","Far"
"1551","Alabama","Apr","Hispanic",2.1,3.979704433,0.52,0.35,"South","Far"
"1552","Alaska","Apr","Hispanic",0,0.090620898,0.39,0.32,"West","Far"
"1553","Arizona","Apr","Hispanic",0.5,19.37816124,0.4,0.39,"West","Far"
"1554","Arkansas","Apr","Hispanic",0,4.296956313,0.46,0.38,"South","Far"
"1555","California","Apr","Hispanic",0.600000000000001,99.23067454,0.3,0.49,"West","Far"
"1556","Colorado","Apr","Hispanic",1.1,11.63331727,0.41,0.42,"West","Far"
"1557","Connecticut","Apr","Hispanic",0,119.4701754,0.32,0.5,"Northeast","Far"
"1558","Delaware","Apr","Hispanic",1.2,45.80051151,0.29,0.55,"South","Far"
"1559","Florida","Apr","Hispanic",0.200000000000003,99.46589625,0.37,0.44,"South","Far"
"1560","Georgia","Apr","Hispanic",1,17.29090627,0.41,0.41,"South","Far"
"1561","Hawaii","Apr","Hispanic",2.8,23.37303441,0.28,0.51,"West","Far"
"1562","Idaho","Apr","Hispanic",0,2.581467293,0.49,0.32,"West","Far"
"1563","Illinois","Apr","Hispanic",1.7,39.6979296,0.33,0.48,"Midwest","Far"
"1564","Indiana","Apr","Hispanic",0.5,12.86919431,0.42,0.37,"Midwest","Far"
"1565","Iowa","Apr","Hispanic",0.599999999999994,3.324313199,0.41,0.4,"Midwest","Far"
"1566","Kansas","Apr","Hispanic",0.100000000000001,4.222651333,0.46,0.31,"Midwest","Far"
"1567","Kentucky","Apr","Hispanic",0,3.905240109,0.44,0.43,"South","Far"
"1568","Louisiana","Apr","Hispanic",0.200000000000003,5.591975394,0.41,0.43,"South","Far"
"1569","Maine","Apr","Hispanic",0,0.709509153,0.36,0.47,"Northeast","Far"
"1570","Maryland","Apr","Hispanic",0.800000000000004,62.68122762,0.31,0.55,"South","Far"
"1571","Massachusetts","Apr","Hispanic",2.5,103.5075274,0.27,0.56,"Northeast","Far"
"1572","Michigan","Apr","Hispanic",3.5,8.921240206,0.34,0.47,"Midwest","Far"
"1573","Minnesota","Apr","Hispanic",0,3.72616401,0.39,0.46,"Midwest","Far"
"1574","Mississippi","Apr","Hispanic",0,1.833887539,0.44,0.42,"South","Far"
"1575","Missouri","Apr","Hispanic",3.09999999999999,3.71277831,0.41,0.42,"Midwest","Far"
"1576","Montana","Apr","Hispanic",0,0.267477809,0.49,0.3,"West","Far"
"1577","Nebraska","Apr","Hispanic",3.3,2.730521085,0.47,0.36,"Midwest","Far"
"1578","Nevada","Apr","Hispanic",4,7.874460412,0.37,0.46,"West","Far"
"1579","New Hampshire","Apr","Hispanic",5.2,5.618575092,0.35,0.44,"Northeast","Far"
"1580","New Jersey","Apr","Hispanic",NA,248.0702251,0.3,0.51,"Northeast","Far"
"1581","New Mexico","Apr","Hispanic",2.09999999999999,8.39075516,0.37,0.48,"West","Far"
"1582","New York","Apr","Hispanic",1,80.71434017,0.28,0.53,"Northeast","Far"
"1583","North Carolina","Apr","Hispanic",0.799999999999997,19.75586026,0.41,0.43,"South","Far"
"1584","North Dakota","Apr","Hispanic",0,0.383786996,0.5,0.33,"Midwest","Far"
"1585","Ohio","Apr","Hispanic",0,10.66495739,0.42,0.4,"Midwest","Far"
"1586","Oklahoma","Apr","Hispanic",0,6.082033809,0.45,0.4,"South","Far"
"1587","Oregon","Apr","Hispanic",1.7,5.634448923,0.32,0.47,"West","Far"
"1588","Pennsylvania","Apr","Hispanic",1.2,20.93770638,0.39,0.46,"Northeast","Far"
"1589","Rhode Island","Apr","Hispanic",3.8,157.9748549,0.3,0.48,"Northeast","Far"
"1590","South Carolina","Apr","Hispanic",1.6,9.497857926,0.43,0.39,"South","Far"
"1591","South Dakota","Apr","Hispanic",3.3,0.412105721,0.53,0.37,"Midwest","Far"
"1592","Tennessee","Apr","Hispanic",0,8.762809316,0.48,0.36,"South","Far"
"1593","Texas","Apr","Hispanic",1.1,42.6046374,0.39,0.4,"South","Far"
"1594","Utah","Apr","Hispanic",0,5.285390906,0.54,0.3,"West","Far"
"1595","Vermont","Apr","Hispanic",0,1.290085415,0.29,0.57,"Northeast","Far"
"1596","Virginia","Apr","Hispanic",0,19.96722057,0.43,0.39,"South","Far"
"1597","Washington","Apr","Hispanic",0.0999999999999943,14.12982488,0.33,0.44,"West","Far"
"1598","West Virginia","Apr","Hispanic",0,0.946859302,0.43,0.41,"South","Far"
"1599","Wisconsin","Apr","Hispanic",0,7.324943845,0.42,0.42,"Midwest","Far"
"1600","Wyoming","Apr","Hispanic",0,0.598547964,0.57,0.25,"West","Far"
"1601","Alabama","May","Hispanic",0,3.979704433,0.52,0.35,"South","Far"
"1602","Alaska","May","Hispanic",0,0.090620898,0.39,0.32,"West","Far"
"1603","Arizona","May","Hispanic",0,19.37816124,0.4,0.39,"West","Far"
"1604","Arkansas","May","Hispanic",0,4.296956313,0.46,0.38,"South","Far"
"1605","California","May","Hispanic",1.4,99.23067454,0.3,0.49,"West","Far"
"1606","Colorado","May","Hispanic",0,11.63331727,0.41,0.42,"West","Far"
"1607","Connecticut","May","Hispanic",1.8,119.4701754,0.32,0.5,"Northeast","Far"
"1608","Delaware","May","Hispanic",0,45.80051151,0.29,0.55,"South","Far"
"1609","Florida","May","Hispanic",0.599999999999994,99.46589625,0.37,0.44,"South","Far"
"1610","Georgia","May","Hispanic",0,17.29090627,0.41,0.41,"South","Far"
"1611","Hawaii","May","Hispanic",1.3,23.37303441,0.28,0.51,"West","Far"
"1612","Idaho","May","Hispanic",2,2.581467293,0.49,0.32,"West","Far"
"1613","Illinois","May","Hispanic",0.100000000000001,39.6979296,0.33,0.48,"Midwest","Far"
"1614","Indiana","May","Hispanic",0,12.86919431,0.42,0.37,"Midwest","Far"
"1615","Iowa","May","Hispanic",0.100000000000001,3.324313199,0.41,0.4,"Midwest","Far"
"1616","Kansas","May","Hispanic",1.2,4.222651333,0.46,0.31,"Midwest","Far"
"1617","Kentucky","May","Hispanic",0,3.905240109,0.44,0.43,"South","Far"
"1618","Louisiana","May","Hispanic",0,5.591975394,0.41,0.43,"South","Far"
"1619","Maine","May","Hispanic",0,0.709509153,0.36,0.47,"Northeast","Far"
"1620","Maryland","May","Hispanic",0,62.68122762,0.31,0.55,"South","Far"
"1621","Massachusetts","May","Hispanic",2.5,103.5075274,0.27,0.56,"Northeast","Far"
"1622","Michigan","May","Hispanic",0,8.921240206,0.34,0.47,"Midwest","Far"
"1623","Minnesota","May","Hispanic",12.6,3.72616401,0.39,0.46,"Midwest","Far"
